timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,flow_duration,suspicious
2024-01-01 01:36:00,192.168.1.54,10.0.0.221,2751,8080,UDP,11,2887,27,0
2024-01-01 01:37:00,192.168.1.221,10.0.0.62,60658,443,TCP,9,2565,15,0
2024-01-01 01:38:00,192.168.1.191,10.0.0.245,35646,3389,TCP,8,2400,54,1
2024-01-01 01:39:00,192.168.1.146,10.0.0.236,11824,80,TCP,13,3006,39,1
2024-01-01 01:40:00,192.168.1.218,10.0.0.185,38847,445,TCP,11,3045,41,0
2024-01-01 01:41:00,192.168.1.44,10.0.0.16,44063,53,UDP,6,1916,6,0
2024-01-01 01:42:00,192.168.1.162,10.0.0.184,64902,53,TCP,7,1652,18,0
2024-01-01 01:43:00,192.168.1.202,10.0.0.236,19732,53,TCP,10,3578,59,0
2024-01-01 01:44:00,192.168.1.190,10.0.0.239,13843,445,TCP,12,4361,21,0
2024-01-01 01:45:00,192.168.1.228,10.0.0.121,10393,443,TCP,5,1188,34,0
2024-01-01 01:46:00,192.168.1.14,10.0.0.10,64894,80,ICMP,6,2207,26,0
2024-01-01 01:47:00,192.168.1.95,10.0.0.158,10307,443,TCP,9,2635,55,0
2024-01-01 01:48:00,192.168.1.48,10.0.0.153,31597,8080,TCP,6,1925,10,0
2024-01-01 01:49:00,192.168.1.15,10.0.0.103,14195,8080,TCP,8,2201,25,0
2024-01-01 01:50:00,192.168.1.200,10.0.0.84,31957,443,TCP,14,4846,3,0
2024-01-01 01:51:00,192.168.1.206,10.0.0.133,6798,80,UDP,13,4163,35,0
2024-01-01 01:52:00,192.168.1.215,10.0.0.65,7543,443,TCP,8,2074,39,0
2024-01-01 01:53:00,192.168.1.252,10.0.0.222,12007,445,TCP,7,1692,1,0
2024-01-01 01:54:00,192.168.1.249,10.0.0.177,31956,443,TCP,10,2269,33,0
2024-01-01 01:55:00,192.168.1.190,10.0.0.3,31822,443,UDP,4,1237,16,0
2024-01-01 01:56:00,192.168.1.40,10.0.0.173,19157,443,TCP,7,2300,3,0
2024-01-01 01:57:00,192.168.1.213,10.0.0.142,61043,443,UDP,7,2327,16,0
2024-01-01 01:58:00,192.168.1.208,10.0.0.120,15963,445,TCP,16,4705,6,0
2024-01-01 01:59:00,192.168.1.237,10.0.0.158,1805,3389,UDP,8,1937,16,1
2024-01-01 02:00:00,192.168.1.82,10.0.0.242,50074,8080,TCP,3,797,14,1
2024-01-01 02:01:00,192.168.1.111,10.0.0.68,57724,443,TCP,11,3933,40,0
2024-01-01 02:02:00,192.168.1.53,10.0.0.146,28648,443,TCP,16,4412,44,0
2024-01-01 02:03:00,192.168.1.24,10.0.0.190,7847,80,TCP,12,3686,28,0
2024-01-01 02:04:00,192.168.1.154,10.0.0.37,19513,8080,UDP,10,2462,1,0
2024-01-01 02:05:00,192.168.1.217,10.0.0.153,54043,443,UDP,9,2851,80,0
2024-01-01 02:06:00,192.168.1.252,10.0.0.176,40985,443,TCP,8,2216,34,0
2024-01-01 02:07:00,192.168.1.188,10.0.0.193,55152,443,TCP,10,3523,1,0
2024-01-01 02:08:00,192.168.1.124,10.0.0.181,30142,445,TCP,7,2370,51,0
2024-01-01 02:09:00,192.168.1.237,10.0.0.238,35905,80,UDP,12,3302,6,0
2024-01-01 02:10:00,192.168.1.41,10.0.0.207,17304,53,TCP,10,2936,25,0
2024-01-01 02:11:00,192.168.1.157,10.0.0.73,23287,443,TCP,10,2724,18,0
2024-01-01 02:12:00,192.168.1.15,10.0.0.143,14589,443,TCP,10,2290,16,0
2024-01-01 02:13:00,192.168.1.45,10.0.0.49,21378,22,TCP,7,1799,66,0
2024-01-01 02:14:00,192.168.1.65,10.0.0.121,43975,443,TCP,12,3718,17,0
2024-01-01 02:15:00,192.168.1.89,10.0.0.88,26667,443,TCP,5,1581,2,0
2024-01-01 02:16:00,192.168.1.71,10.0.0.196,24672,80,TCP,6,1844,87,0
2024-01-01 02:17:00,192.168.1.9,10.0.0.140,51753,443,ICMP,10,2849,75,0
2024-01-01 02:18:00,192.168.1.88,10.0.0.187,42995,445,TCP,11,3813,34,0
2024-01-01 02:19:00,192.168.1.129,10.0.0.250,19682,80,TCP,9,2728,18,0
2024-01-01 02:20:00,192.168.1.236,10.0.0.37,22277,8080,TCP,12,4021,2,1
2024-01-01 02:21:00,192.168.1.136,10.0.0.61,65190,443,UDP,8,1690,46,0
2024-01-01 02:22:00,192.168.1.216,10.0.0.229,49587,3389,TCP,11,1142,2,1
2024-01-01 02:23:00,192.168.1.63,10.0.0.171,27414,443,TCP,13,4084,2,0
2024-01-01 02:24:00,192.168.1.139,10.0.0.124,24152,80,TCP,8,1830,23,0
2024-01-01 02:25:00,192.168.1.243,10.0.0.198,52602,80,TCP,12,3472,5,0
2024-01-01 02:26:00,192.168.1.81,10.0.0.39,14513,80,TCP,11,3133,1,0
2024-01-01 02:27:00,192.168.1.136,10.0.0.184,39338,80,UDP,9,3414,16,0
2024-01-01 02:28:00,192.168.1.163,10.0.0.63,33682,3389,UDP,6,1919,4,1
2024-01-01 02:29:00,192.168.1.163,10.0.0.46,7876,445,TCP,9,2774,5,0
2024-01-01 02:30:00,192.168.1.33,10.0.0.88,62770,53,TCP,10,3418,2,0
2024-01-01 02:31:00,192.168.1.123,10.0.0.11,30474,3389,UDP,8,2547,6,1
2024-01-01 02:32:00,192.168.1.5,10.0.0.62,3575,80,TCP,5,1385,37,0
2024-01-01 02:33:00,192.168.1.234,10.0.0.77,7435,443,UDP,7,2475,49,0
2024-01-01 02:34:00,192.168.1.231,10.0.0.226,62025,443,TCP,9,2200,18,0
2024-01-01 02:35:00,192.168.1.250,10.0.0.153,50183,80,UDP,10,3161,21,0
2024-01-01 02:36:00,192.168.1.41,10.0.0.199,58263,443,UDP,5,1113,1,0
2024-01-01 02:37:00,192.168.1.28,10.0.0.52,52731,443,UDP,12,3722,2,0
2024-01-01 02:38:00,192.168.1.135,10.0.0.4,34267,443,TCP,8,2477,8,0
2024-01-01 02:39:00,192.168.1.201,10.0.0.59,22824,443,TCP,7,2686,23,0
2024-01-01 02:40:00,192.168.1.72,10.0.0.72,11427,53,UDP,7,1552,40,0
2024-01-01 02:41:00,192.168.1.12,10.0.0.148,58852,8080,TCP,8,2159,27,0
2024-01-01 02:42:00,192.168.1.162,10.0.0.93,8263,443,TCP,11,3752,14,0
2024-01-01 02:43:00,192.168.1.33,10.0.0.63,7734,445,TCP,6,1900,3,0
2024-01-01 02:44:00,192.168.1.48,10.0.0.54,22408,445,UDP,8,2472,45,0
2024-01-01 02:45:00,192.168.1.247,10.0.0.117,22062,443,UDP,10,2521,13,0
2024-01-01 02:46:00,192.168.1.151,10.0.0.243,41870,443,TCP,11,2975,39,0
2024-01-01 02:47:00,192.168.1.62,10.0.0.237,23471,443,UDP,10,3622,21,0
2024-01-01 02:48:00,192.168.1.216,10.0.0.110,3309,445,TCP,8,2379,40,0
2024-01-01 02:49:00,192.168.1.37,10.0.0.74,39015,445,TCP,11,3506,71,0
2024-01-01 02:50:00,192.168.1.99,10.0.0.107,14545,80,TCP,7,2059,76,0
2024-01-01 02:51:00,192.168.1.172,10.0.0.226,48681,443,TCP,10,2408,22,0
2024-01-01 02:52:00,192.168.1.104,10.0.0.57,7995,443,TCP,15,5200,21,0
2024-01-01 02:53:00,192.168.1.214,10.0.0.218,30163,443,ICMP,9,2926,9,0
2024-01-01 02:54:00,192.168.1.219,10.0.0.169,20933,80,TCP,11,4568,82,0
2024-01-01 02:55:00,192.168.1.35,10.0.0.241,12555,445,TCP,13,3239,18,0
2024-01-01 02:56:00,192.168.1.193,10.0.0.250,15745,3389,ICMP,14,4775,4,1
2024-01-01 02:57:00,192.168.1.227,10.0.0.3,20230,53,TCP,9,2109,17,0
2024-01-01 02:58:00,192.168.1.101,10.0.0.120,38735,445,UDP,12,3694,4,0
2024-01-01 02:59:00,192.168.1.175,10.0.0.6,7554,8080,TCP,14,4883,20,0
2024-01-01 03:00:00,192.168.1.206,10.0.0.5,12140,443,UDP,8,1571,24,0
2024-01-01 03:01:00,192.168.1.131,10.0.0.5,1282,443,TCP,9,2607,12,0
2024-01-01 03:02:00,192.168.1.1,10.0.0.54,1306,80,UDP,9,2446,2,0
2024-01-01 03:03:00,192.168.1.5,10.0.0.47,14961,3389,TCP,11,2913,86,1
2024-01-01 03:04:00,192.168.1.218,10.0.0.215,2922,80,TCP,5,1596,44,0
2024-01-01 03:05:00,192.168.1.247,10.0.0.177,5159,3389,UDP,8,2848,54,1
2024-01-01 03:06:00,192.168.1.142,10.0.0.9,7653,80,TCP,14,4106,13,0
2024-01-01 03:07:00,192.168.1.103,10.0.0.99,44960,80,TCP,7,2171,42,0
2024-01-01 03:08:00,192.168.1.27,10.0.0.20,60635,80,TCP,10,3057,19,0
2024-01-01 03:09:00,192.168.1.137,10.0.0.122,20608,22,TCP,6,1800,6,0
2024-01-01 03:10:00,192.168.1.207,10.0.0.241,55286,8080,TCP,9,2209,3,0
2024-01-01 03:11:00,192.168.1.15,10.0.0.61,24575,8080,TCP,11,3909,12,0
2024-01-01 03:12:00,192.168.1.90,10.0.0.123,34404,443,TCP,8,2518,4,0
2024-01-01 03:13:00,192.168.1.42,10.0.0.234,65439,80,TCP,13,4156,190,0
2024-01-01 03:14:00,192.168.1.124,10.0.0.163,47995,80,TCP,9,2337,1,0
2024-01-01 03:15:00,192.168.1.205,10.0.0.178,18095,22,TCP,11,3047,17,0
2024-01-01 03:16:00,192.168.1.179,10.0.0.82,21098,80,TCP,9,2620,18,0
2024-01-01 03:17:00,192.168.1.63,10.0.0.62,26212,445,TCP,11,2456,10,0
2024-01-01 03:18:00,192.168.1.96,10.0.0.145,3331,80,TCP,11,2371,25,0
2024-01-01 03:19:00,192.168.1.231,10.0.0.216,40925,443,UDP,5,1349,4,0
2024-01-01 03:20:00,192.168.1.241,10.0.0.3,12229,80,TCP,7,2282,45,0
2024-01-01 03:21:00,192.168.1.52,10.0.0.160,56685,80,TCP,13,3475,12,0
2024-01-01 03:22:00,192.168.1.253,10.0.0.227,60149,443,TCP,9,2241,26,0
2024-01-01 03:23:00,192.168.1.96,10.0.0.230,6930,443,TCP,7,1814,37,0
2024-01-01 03:24:00,192.168.1.132,10.0.0.13,3615,80,TCP,6,1663,65,0
2024-01-01 03:25:00,192.168.1.222,10.0.0.120,61064,80,TCP,13,3669,54,0
2024-01-01 03:26:00,192.168.1.229,10.0.0.125,64011,443,TCP,17,6940,28,0
2024-01-01 03:27:00,192.168.1.151,10.0.0.239,64394,80,TCP,12,4232,14,0
2024-01-01 03:28:00,192.168.1.231,10.0.0.89,16173,80,TCP,11,3863,20,0
2024-01-01 03:29:00,192.168.1.237,10.0.0.73,45942,445,TCP,7,2509,43,0
2024-01-01 03:30:00,192.168.1.143,10.0.0.68,40975,443,TCP,10,2500,63,0
2024-01-01 03:31:00,192.168.1.171,10.0.0.142,55424,443,TCP,12,2866,3,0
2024-01-01 03:32:00,192.168.1.29,10.0.0.101,26174,443,ICMP,10,2446,14,0
2024-01-01 03:33:00,192.168.1.36,10.0.0.98,32876,443,TCP,15,5500,44,0
2024-01-01 03:34:00,192.168.1.13,10.0.0.11,43894,443,TCP,13,3544,16,0
2024-01-01 03:35:00,192.168.1.160,10.0.0.105,55284,3389,UDP,9,2136,12,1
2024-01-01 03:36:00,192.168.1.71,10.0.0.184,53780,8080,TCP,6,1670,15,0
2024-01-01 03:37:00,192.168.1.187,10.0.0.67,50845,80,TCP,11,3168,27,0
2024-01-01 03:38:00,192.168.1.243,10.0.0.123,54540,443,UDP,15,4701,256,0
2024-01-01 03:39:00,192.168.1.86,10.0.0.220,57505,443,UDP,12,3750,20,0
2024-01-01 03:40:00,192.168.1.28,10.0.0.29,2307,445,TCP,10,2585,7,0
2024-01-01 03:41:00,192.168.1.66,10.0.0.137,34715,443,TCP,9,3008,5,0
2024-01-01 03:42:00,192.168.1.170,10.0.0.195,2149,443,TCP,10,2680,1,0
2024-01-01 03:43:00,192.168.1.45,10.0.0.153,2553,80,ICMP,7,2045,24,0
2024-01-01 03:44:00,192.168.1.62,10.0.0.226,64222,443,TCP,7,2340,23,0
2024-01-01 03:45:00,192.168.1.185,10.0.0.76,27194,80,TCP,12,3214,6,0
2024-01-01 03:46:00,192.168.1.245,10.0.0.170,9462,443,UDP,8,2172,35,0
2024-01-01 03:47:00,192.168.1.134,10.0.0.9,21119,80,TCP,7,2307,40,0
2024-01-01 03:48:00,192.168.1.28,10.0.0.207,17178,3389,TCP,8,2056,8,1
2024-01-01 03:49:00,192.168.1.28,10.0.0.40,9028,80,TCP,8,2246,12,0
2024-01-01 03:50:00,192.168.1.108,10.0.0.25,10776,443,TCP,15,4916,139,0
2024-01-01 03:51:00,192.168.1.44,10.0.0.5,56450,445,UDP,7,2818,14,0
2024-01-01 03:52:00,192.168.1.84,10.0.0.139,44384,80,TCP,8,2642,42,0
2024-01-01 03:53:00,192.168.1.30,10.0.0.187,27843,443,UDP,19,6149,18,1
2024-01-01 03:54:00,192.168.1.190,10.0.0.226,37656,443,TCP,14,4571,47,0
2024-01-01 03:55:00,192.168.1.75,10.0.0.216,27539,22,TCP,6,1478,43,0
2024-01-01 03:56:00,192.168.1.128,10.0.0.124,63393,8080,ICMP,10,3057,33,0
2024-01-01 03:57:00,192.168.1.250,10.0.0.207,25241,80,TCP,15,4477,57,0
2024-01-01 03:58:00,192.168.1.247,10.0.0.38,61437,443,TCP,10,3160,84,0
2024-01-01 03:59:00,192.168.1.92,10.0.0.72,24196,443,TCP,12,3669,26,0
2024-01-01 04:00:00,192.168.1.217,10.0.0.251,34018,443,UDP,8,2551,8,0
2024-01-01 04:01:00,192.168.1.231,10.0.0.133,16060,3389,TCP,3,853,15,1
2024-01-01 04:02:00,192.168.1.190,10.0.0.176,12763,443,TCP,9,2726,42,0
2024-01-01 04:03:00,192.168.1.225,10.0.0.90,33244,22,TCP,9,2147,31,0
2024-01-01 04:04:00,192.168.1.129,10.0.0.146,50440,8080,TCP,6,1704,5,0
2024-01-01 04:05:00,192.168.1.121,10.0.0.198,10611,443,UDP,10,3695,1,0
2024-01-01 04:06:00,192.168.1.27,10.0.0.37,45541,53,TCP,8,2527,34,0
2024-01-01 04:07:00,192.168.1.190,10.0.0.60,31153,53,TCP,4,1195,8,0
2024-01-01 04:08:00,192.168.1.121,10.0.0.176,1669,53,TCP,12,4737,20,0
2024-01-01 04:09:00,192.168.1.116,10.0.0.205,31954,443,TCP,10,2319,41,0
2024-01-01 04:10:00,192.168.1.205,10.0.0.28,17323,443,UDP,13,3178,24,0
2024-01-01 04:11:00,192.168.1.233,10.0.0.197,57720,8080,TCP,9,3470,2,0
2024-01-01 04:12:00,192.168.1.3,10.0.0.205,31114,443,ICMP,11,3325,6,0
2024-01-01 04:13:00,192.168.1.103,10.0.0.81,22977,80,TCP,14,4030,7,0
2024-01-01 04:14:00,192.168.1.198,10.0.0.114,53166,445,TCP,13,3120,8,0
2024-01-01 04:15:00,192.168.1.200,10.0.0.40,47467,445,UDP,14,4513,25,0
2024-01-01 04:16:00,192.168.1.155,10.0.0.45,27499,443,TCP,10,3272,21,0
2024-01-01 04:17:00,192.168.1.137,10.0.0.224,19912,80,TCP,4,981,6,0
2024-01-01 04:18:00,192.168.1.62,10.0.0.62,44756,443,ICMP,16,4687,2,0
2024-01-01 04:19:00,192.168.1.165,10.0.0.93,17111,53,TCP,11,3115,5,0
2024-01-01 04:20:00,192.168.1.225,10.0.0.115,47329,445,TCP,5,1563,124,0
2024-01-01 04:21:00,192.168.1.51,10.0.0.186,47061,80,TCP,12,2928,18,0
2024-01-01 04:22:00,192.168.1.234,10.0.0.67,10370,80,TCP,8,2900,60,0
2024-01-01 04:23:00,192.168.1.172,10.0.0.56,1611,445,TCP,7,2420,56,0
2024-01-01 04:24:00,192.168.1.152,10.0.0.40,13787,443,TCP,16,4509,21,0
2024-01-01 04:25:00,192.168.1.207,10.0.0.98,60189,443,TCP,9,2602,36,0
2024-01-01 04:26:00,192.168.1.59,10.0.0.40,42969,445,UDP,8,2345,6,0
2024-01-01 04:27:00,192.168.1.118,10.0.0.91,5103,80,TCP,11,2871,34,0
2024-01-01 04:28:00,192.168.1.160,10.0.0.205,37140,443,TCP,3,833,9,0
2024-01-01 04:29:00,192.168.1.96,10.0.0.237,56475,80,TCP,10,2864,53,0
2024-01-01 04:30:00,192.168.1.216,10.0.0.33,21239,443,TCP,10,3806,2,0
2024-01-01 04:31:00,192.168.1.233,10.0.0.6,26841,53,TCP,7,2431,44,0
2024-01-01 04:32:00,192.168.1.180,10.0.0.216,25789,443,UDP,15,5200,3,0
2024-01-01 04:33:00,192.168.1.113,10.0.0.147,31136,445,TCP,5,1592,63,0
2024-01-01 04:34:00,192.168.1.62,10.0.0.80,26580,443,UDP,16,3906,10,0
2024-01-01 04:35:00,192.168.1.241,10.0.0.168,60066,443,UDP,10,2979,31,0
2024-01-01 04:36:00,192.168.1.186,10.0.0.92,19123,80,TCP,5,1742,20,0
2024-01-01 04:37:00,192.168.1.52,10.0.0.97,44577,443,TCP,15,3556,13,0
2024-01-01 04:38:00,192.168.1.12,10.0.0.59,46120,443,TCP,12,3981,31,0
2024-01-01 04:39:00,192.168.1.254,10.0.0.59,7474,80,TCP,11,4577,88,0
2024-01-01 04:40:00,192.168.1.39,10.0.0.48,14254,443,UDP,12,4237,1,0
2024-01-01 04:41:00,192.168.1.130,10.0.0.169,30033,443,UDP,10,3707,75,0
2024-01-01 04:42:00,192.168.1.131,10.0.0.13,6457,8080,TCP,8,2487,28,0
2024-01-01 04:43:00,192.168.1.113,10.0.0.107,34890,3389,TCP,6,2090,49,1
2024-01-01 04:44:00,192.168.1.101,10.0.0.45,40888,8080,UDP,6,1584,14,0
2024-01-01 04:45:00,192.168.1.113,10.0.0.89,19734,22,ICMP,7,2378,19,0
2024-01-01 04:46:00,192.168.1.184,10.0.0.181,12463,80,TCP,8,2661,60,0
2024-01-01 04:47:00,192.168.1.81,10.0.0.170,42879,3389,TCP,15,4717,16,1
2024-01-01 04:48:00,192.168.1.187,10.0.0.100,17045,443,TCP,11,4023,22,0
2024-01-01 04:49:00,192.168.1.113,10.0.0.191,7440,22,ICMP,9,2457,1,0
2024-01-01 04:50:00,192.168.1.2,10.0.0.155,8004,53,TCP,12,3487,5,0
2024-01-01 04:51:00,192.168.1.130,10.0.0.166,56939,8080,TCP,8,2438,30,0
2024-01-01 04:52:00,192.168.1.220,10.0.0.188,19082,443,TCP,10,2485,37,0
2024-01-01 04:53:00,192.168.1.54,10.0.0.7,12125,80,TCP,7,2179,26,0
